t_sec, t_nanosec, x, y, orientation_x, orientation_y, orientation_z, orientation_w, longitudinal_velocity_mps, lateral_velocity_mps, acceleration_mps2, heading_rate_rps, front_wheel_angle_rad, rear_wheel_angle_rad
0, 0, -29.8931, -114.881, 0.0108755, -0.000586132, -0.789975, 0.613043, 27.0267, 0, 0, -0.0108451, -0, -0
0, 0, -30.0946, -115.671, 0.010853, -0.00028213, -0.789945, 0.613082, 27.0267, 0, 0, -0.0143292, -0, -0
0, 0, -30.2295, -116.199, 0.010831, -9.69614e-05, -0.789936, 0.613094, 27.0267, 0, 0, -0.0114708, -0, -0
0, 0, -30.3647, -116.729, 0.0108208, -3.61238e-05, -0.789933, 0.613098, 27.3093, 0, 0, -0.00302991, -0, -0
0, 0, -30.6363, -117.791, 0.0108169, -2.5004e-05, -0.789929, 0.613103, 27.3093, 0, 0, 8.24578e-05, -0, -0
0, 0, -30.7726, -118.324, 0.0108162, -2.82712e-05, -0.789925, 0.613107, 27.3093, 0, 0, 0.000151096, -0, -0
0, 0, -30.9778, -119.126, 0.0108431, -0.000305871, -0.789955, 0.613069, 27.5951, 0, 0, 0.0173333, -0, -0
0, 0, -31.1151, -119.662, 0.0107923, -0.000540075, -0.789988, 0.613027, 27.5951, 0, 0, 0.00606423, -0, -0
0, 0, -31.46, -121.008, 0.0103923, -0.000973864, -0.790059, 0.612942, 27.5951, 0, 0, -0.0040372, -0, -0
0, 0, -31.7375, -122.09, 0.0103986, -0.0014033, -0.790087, 0.612905, 27.9122, 0, 0, 0.0148012, -0, -0
0, 0, -32.0164, -123.176, 0.0104277, -0.00152534, -0.790078, 0.612916, 27.9122, 0, 0, 0.00222768, -0, -0
0, 0, -32.1564, -123.722, 0.0104307, -0.00154506, -0.790069, 0.612927, 27.9122, 0, 0, 0.00127205, -0, -0
0, 0, -32.2967, -124.268, 0.0104305, -0.00154925, -0.79006, 0.612939, 28.1893, 0, 0, -5.30803e-05, -0, -0
0, 0, -32.5078, -125.09, 0.0104261, -0.00153766, -0.790045, 0.612958, 28.1893, 0, 0, -0.000914254, -0, -0
0, 0, -32.7905, -126.189, 0.0104175, -0.00151958, -0.790026, 0.612983, 28.1893, 0, 0, -0.0002917, -0, -0
0, 0, -33.0745, -127.294, 0.0104467, -0.00182211, -0.790053, 0.612947, 28.4717, 0, 0, 0.0140858, -0, -0
0, 0, -33.3599, -128.404, 0.0105376, -0.00230971, -0.790144, 0.612826, 28.4717, 0, 0, 0.019512, -0, -0
0, 0, -33.5749, -129.239, 0.0106266, -0.00270098, -0.790238, 0.612702, 28.788, 0, 0, 0.0183652, -0, -0
0, 0, -33.7186, -129.797, 0.0106239, -0.00294099, -0.790283, 0.612643, 28.788, 0, 0, 0.0136452, -0, -0
0, 0, -33.935, -130.637, 0.0106437, -0.00332954, -0.790323, 0.612589, 28.788, 0, 0, 0.0178469, -0, -0
0, 0, -34.1522, -131.48, 0.0106822, -0.00373143, -0.790329, 0.612579, 28.788, 0, 0, 0.0186086, -0, -0
0, 0, -34.2974, -132.043, 0.0106964, -0.00386688, -0.790317, 0.612593, 29.0982, 0, 0, 0.00601287, -0, -0
0, 0, -34.5158, -132.89, 0.010692, -0.00388323, -0.790293, 0.612624, 29.0982, 0, 0, -0.000997078, -0, -0
0, 0, -34.735, -133.74, 0.0106776, -0.00385326, -0.790268, 0.612656, 29.0982, 0, 0, -0.00222823, -0, -0
0, 0, -34.9549, -134.592, 0.0106372, -0.00358899, -0.790217, 0.612724, 29.3669, 0, 0, -0.0185705, -0, -0
0, 0, -35.1018, -135.162, 0.0105621, -0.00329775, -0.790157, 0.612805, 29.3669, 0, 0, -0.0265378, -0, -0
0, 0, -35.3228, -136.019, 0.0102189, -0.00289093, -0.790023, 0.612985, 29.3669, 0, 0, -0.0367703, -0, -0
0, 0, -35.5444, -136.878, 0.00988638, -0.00251446, -0.789861, 0.613202, 29.3669, 0, 0, -0.0293005, -0, -0
0, 0, -35.7665, -137.74, 0.00964088, -0.00215798, -0.789737, 0.613366, 29.6763, 0, 0, -0.0276337, -0, -0
0, 0, -35.9148, -138.316, 0.0095521, -0.00180239, -0.789681, 0.613441, 29.6763, 0, 0, -0.0290607, -0, -0
0, 0, -36.1378, -139.183, 0.00946127, -0.0011992, -0.789635, 0.613502, 29.6763, 0, 0, -0.0285728, -0, -0
0, 0, -36.3613, -140.052, 0.00942303, -0.00100684, -0.789618, 0.613526, 29.9574, 0, 0, -0.00482805, -0, -0
0, 0, -36.5106, -140.634, 0.00941551, -0.000983438, -0.789608, 0.613539, 29.9574, 0, 0, -0.00142796, -0, -0
0, 0, -36.735, -141.508, 0.00940017, -0.00087912, -0.789578, 0.613577, 29.9574, 0, 0, -0.00724394, -0, -0
0, 0, -36.96, -142.385, 0.00914908, -0.000845563, -0.789523, 0.613653, 30.2627, 0, 0, -0.0190599, -0, -0
